CIC,ACNA,Entity,Assgnmt Dt,Contact,Phone,Street,City,State,Zip
0323,---,TELUS Communications (B.C.) Inc.,12/07/1995,Olena Bilozerska,416-279-8521,1600-200 Consilium Pl.,"Scarborough, Ontario",CANADA,M1H 3J3
0324,---,TELUS Communications (Edmonton) Inc. (TCE),10/26/1993,Olena Bilozerska,416-279-8521,1600-200 Consilium Pl.,"Scarborough, Ontario",CANADA,M1H 3J3
0325,ECR,Econo. Call Long Distance Services,12/21/1987,Jim York,505-527-3600,"205 W Boutz Rd., Bldg 5,  Suite B","Las Cruces,",NM,88005
0326,XCS,"CAS Communications, LLC",3/4/2010,Art Cooper,304-420-2470,1525 Dupont Rd.,Parkersburg,WV,26101
0327,ECI,ECI Communications,12/15/1995,---,---,---,---,---,---
0328,MVI,"Vision Net, Inc.",7/26/16,Mary Simon,406-252-4617,222 N. 32nd St.,Billings,MT,55334
0329,OWN,Crown Point Network Technologies Inc. dba Bridge Point Communication,1/9/2009,Shana R. Macey,518-597-3300,2829 NYS Rte 9N,Crown Point,NY,12928
0330,TSH,Telecom Affiliates Inc.,12/04/1984,Tom Evans,970-226-2999,401 West Swallow Rd.,"Ft. Collins,",CO,80526
0331,IOZ,"Tim Ron Enterprises, LLC",06/11/2003,Tony Doria,903-323-4568,"119 W. Tyler St., Suite 200","Longview,",TX,75601
0332,NRD,Northland Telephone Systems LTD.,04/29/1985,Lawrence J. Combs,315-624-2025,317 Court St.,Utica,NY,13502
0334,XXS,Axxis Communication Inc.,7/1/2004,Dan A. Bubb,541-386-3723,"616 Industrial Ave., Suite 401",Hood River,OR,97031
0335,BUN,"UCN, Inc.",04/04/1986,Provisioning Dept.,800-538-0920,"7730 S. Union Park Ave., Suite 500",Midvale,UT,84047
0336,CWZ,RCN Long Distance Company,04/28/1990,Debbie A. Cumbo,570-270-1843,100 Baltimore Dr.,"Wilkes-Barre,",PA,18702
0337,UEM,"CynergyComm.net, Inc.",08/20/2001,Laura A. Morgan,231-347-1025,6472 S. Straits Hwy.,Indian River,MI,49749
0338,MIT,Midcontinent Communications,05/14/1987,Nancy Vogel,605-357-5485,5001 W. 41st St.,Sioux Falls,SD,57106
0339,IOR,"McLeodUSA Telecommunications Services, Inc.",11/19/1986,Chris Chase,918-419-3607,"15 East 5th St., Suite 1700",Tulsa,OK,74103
0343,CHR,"Chester Long Distance Services, Inc.",05/30/1989,Tom Harper,803-581-9164,112 York St.,"Chester,",SC,29706
0344,UAU,"Business Automation Technologies, Inc.",3/17/2014,Isaac Fajerman,732-756-0295,116 Oceanport Ave.,Little Silver,NJ,07739
0346,BHQ,"Bloomingdale Home Telephone Company, Inc.",10/14/2015,Ronja Branson,765-498-2000,38 S. Main St.,Bloomingdale,IN,47832
0347,NQT,"Universal Communications Group, Inc.",8/4/1994,Valerie Ickrath,---,"16 E. 34th St., 15th Floor",New York,NY,10016
0348,---,Rogers Communications Partnership (RCP),02/01/1994,Sheila Tan,416-935-8140,350 Bloor Street East,"Toronto, Ontario",CANADA,M4W 0A1
0349,IOR,"McLeodUSA Telecommunications Services, Inc.",,Chris Chase,918-419-3607,"15 East 5th St., Suite 1700",Tulsa,OK,74103
0350,FBT,"FiberNet Telemanagement, Inc.",01/28/1994,Douglas Denoff,310-314-4114,"2701 Ocean Park Blvd., Suite 100","Santa Monica,",CA,90405
0351,CRV,Call America of Riverside,03/04/1987,---,---,---,---,---,---
0352,QCE,"Cebridge Telecom Limited, LLC dba Suddenlink Communications ",10/31/13,Kari Medlin,903-266-4738,311 NNW Loop 323,Tyler,TX,75702
0354,ONJ,"Consolidated Communications Enterprise Services, Inc.",,Chris B Copenhaver,936-637-443,321 N. First,Lufkin,TX,75902
0355,USL,"U. S. Link, Inc. dba TDS Metrocom",03/13/1986,Phillip M. Berry,608-664-4524,525 Junction Road,Madison,WI,53717
0356,BLD,"Bluegrass Long Distance, Inc.",,---,---,---,---,---,---
0358,SEP,"CenturyLink Communications, LLC",,Lori Northup,303-707-8654,700 W. Mineral Ave,Littleton,CO,80120
0359,EOT,"Empire One Telecommunications, Inc.",07/20/1995,Paul Butler,718-260-0800 x111,"55 Washington St., 9th Floor","Brooklyn,",NY,11201
0360,EHE,Ace Telephone Association,11/8/2006,Cynthia Sweet,507-896-6211,207 E. Cedar St.,Houston,MN,55943
0361,DKC,"Clarity Telecom, LLC dba Vast Broadband ",05/28/1991,Robin Davidson,573-481-2763,5100 S. Broadband Lane,Sioux Falls,SD,57108
0362,VSN,"Salish Networks, Inc.",1/23/2014,Laini Jones,360-716-8010,2601 88th St. NE,Tulalip,WA,98271
0363,BED,Bell Canada,07/08/1993,Laurie Bowie,519-850-5818,"100 Dundas Street, Floor 3","London, Ontario",CANADA,N6A 5B6
0365,EMI,MCImetro Access Transmission Services LLC,04/05/1989,godfrey.chisanga@verizon.com,,,,,
0366,AMN,"Logix Communications, L.P.",04/02/1985,Ken Bonvillian,713-865-8233,"2950 N. Loop West, Suite 1200","Houston,",TX,77092
0368,BUC,Budget Call Long Distance Inc.,04/13/1992,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0369,LOM,Loma International Communications Inc.,02/05/1993,Ralph Rodiguez,---,P.O. Box 1240,Caguas,PR,00725
0370,NGI,"MidAtlantic Metro Broadband Services, Inc.",12/27/2004,Michael Pitts,410-727-8250,"200 S. President St., Suite 300",Baltimore,MD,21202
0371,MJG,"MTC Long Distance, Inc.",2/4/2005,Larry P. Taylor,205-371-9011,P.O. Box 587,Moundville,AL,35474
0372,PBX,Southwestern Bell Comms. Svcs. Inc. dba Pacific Bell L.D.,04/08/1996,Joe Brozynski,414-283-0991,722 N Broadway 04M275C,Milwaukee,WI,53202
0373,VRT,VarTec,04/02/1985,"Michael G. Hoffman, Esq.",972-478-3300,2440 Marsh Lane,Carrollton,TX,75006
0375,WUT,AT&T EasyLink Services,05/07/1986,Linda F. Richardson,925-543-1530,"5001 Executive Pkwy, Room 3W200W",San Ramon,CA,94583
0377,BSL,BellSouth Long Distance,,Linda F. Richardson,925-543-1530,"5001 Executive Pkwy, Room 3W200W",San Ramon,CA,94583
0379,EOT,"Empire One Telecommunications, Inc.",10/1/2004,Paul Butler,718-260-0800 x111,"55 Washington St., 9th Floor","Brooklyn,",NY,11201
0381,FNO,"First Communications, LLC",8/15/1994,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
0382,LGM,Long Distance Management Inc.,10/09/1992,Mark Beall,---,---,---,---,---
0385,SBD,The Switchboard,04/04/1986,---,---,---,---,---,---
0386,BPH,"Comcast Phone, LLC",03/23/1988,John Blimmel,303-658-7197,183 Inverness Dr. West,Englewood,CO,80111
0387,ATX,AT&T Corp.,05/20/1987,Linda F. Richardson,925-543-1530,"5001 Executive Pkwy, Room 3W200W",San Ramon,CA,94583
0389,ETN,"Advanced Tel., LLC",10/13/1989,Bradley Williamson,225-621-4116,913 South Burnside Ave.,Gonzales,LA,70737
0390,PRO,ONE-2-ONE Communications,07/30/1986,---,---,---,---,---,---
0393,EXF,MCImetro Access Transmission Services LLC,05/14/1987,godfrey.chisanga@verizon.com,,,,,
0394,STJ,"Primus Telecommunications, Inc.",,Jeff Mellott,---,2094 185th St.,Fairfield,IA,52556
0395,SAZ,SavOnCalling.Com LLC,03/13/1990,---,---,---,---,---,---
0399,RTI,"Telco Holdings, Inc. ",,Bryan Rachlin,---,4219 Lafayette Center Dr.,"Chantilly,",VA,20151
0400,ASI,"Global Crossing Telecommunications, Inc.",10/14/1983,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0401,NNL,"Broadwing Communications, LLC",12/29/1986,Lori Northup,303-707-8654,700 W. Mineral Ave,Littleton,CO,80120
0403,BUB,"Bluebird Communications, LLC",11/30/16,Harold Barr,516-708-0111,387 Park Ave. South,New York,NY,10016
0404,PVZ,Provincial Tel Inc.,11/22/2013,Russell Ochocki,204-920-8000,601-191 Lombard Ave.,"Winnipeg, Manitoba",CANADA,R3B 0X1
0405,IMD,"InterMetro Communications, Inc.",10/5/2005,Chris Fogel,805-433-8000,"2685 Park Center Dr., Bldg. A",Simi Valley,CA,93065
0408,LDD,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",05/31/1990,laura.r.dalton@verizon.com,,,,,
0410,CPD,Call America/Palm Desert,11/13/1987,---,---,---,---,---,---
0411,,RESTRICTED-Unavailable for assignment until further notice,,,,,,,
0412,PEN,Consolidated Communications Enterprise Services (PA),5/28/1986,Chris B. Copenhaver,936-637-4434,321 N. First,Lufkin,TX,75902
0414,ADX,"Ciera Network Systems, Inc. (CCC GlobalCom Corp.)",10/19/1992,---,---,---,---,---,---
0415,ETJ,Execulink Telecom Inc.,09/29/2001,Martha Facey,519-456-7230,1127 Ridgeway Rd.,"Woodstock, Ontario",CANADA,N4V 1E3
0417,TYW,TDS Telecom,,Phillip Berry,608-664-4524,525 Junction Rd.,"Madison,",WI,53717
0420,SPA,"CenturyLink Communications, LLC",04/17/1987,Lori Northup,303-707-8654,700 W. Mineral Ave,Littleton,CO,80120
0421,COK,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",04/02/1985,laura.r.dalton@verizon.com,,,,,
0422,ISO,"Island Tel, PEI",07/08/1993,Peter Jamieson,902-487-2525,5788 North Street,"Halifax, Nova Scotia",CANADA,B3K 1N7
0423,NFN,Nickel Fone,10/19/1987,---,---,---,---,---,---
0424,---,Telus Communications Inc.,07/08/1993,Olena Bilozerska,416-279-8521,1600-200 Consilium Pl.,"Scarborough, Ontario",CANADA,M1H 3J3
0425,EFY,Telefyne Incorporated,4/7/2005,Jay Jones,---,---,---,---,---
0426,VOY,"Global Center, Inc.",05/16/1994,Lori Northup,303-707-8654,700 W. Mineral Ave,Littleton,CO,80120
0428,HBO,"H&B Communications, Inc.",01/22/2004,Robert Koch,785-252-4000,108 N. Main,"Holyrood,",KS,67450
0430,FEN,Fibernetics Corporation,07/18/2003,Rick Schleihauf,519-489-6700 x629,605 Boxwood Drive,"Cambridge, Ontario",CANADA,N3E 1A5
0432,LGT,"CenturyLink Communications, LLC",05/18/1988,Lori Northup,303-707-8654,700 W. Mineral Ave,Littleton,CO,80120
0433,FEN,Fibernetics Corporation,3/24/2009,Rick Schleihauf,519-489-6700 ,605 Boxwood Dr.,"Cambridge, Ontario",CANADA,N3E 1A5
0434,MHY,"Maritime Telegraph and Telephone Company, Ltd.",07/08/1993,Peter Jamieson,902-487-2525,5788 North Street,"Halifax, Nova Scotia",CANADA,B3K 1N7
0440,MFZ,MCImetro Access Transmission Services LLC,02/20/1993,godfrey.chisanga@verizon.com,,,,,
0442,FNE,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",12/10/1986,laura.r.dalton@verizon.com,,,,,
0444,ALN,"Global Crossing Telecommunications, Inc.",05/07/1986,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0445,NWU,NewTel Communications,07/08/1993,Peter Jamieson,902-487-2525,5788 North Street,"Halifax, Nova Scotia",CANADA,B3K 1N7
0446,VIN,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",05/16/1994,laura.r.dalton@verizon.com,,,,,
0447,SFI,"Super-Net, Inc.",4/16/2010,Jason Elijah,330-767-1333,814 Cable Court NW,Massillon,OH,44647
0448,NBR,"The New Brunswick Telephone Company, Limited",07/08/1993,Peter Jamieson,902-487-2525,5788 North Street,"Halifax, Nova Scotia",CANADA,B3K 1N7
0450,LDD,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",04/02/1985,laura.r.dalton@verizon.com,,,,,
0451,PHX,"CenturyLink Communications, LLC",2/27/1987,Lori Northup,303-707-8654,700 W. Mineral Ave,Littleton,CO,80120
0452,VNS,"CenturyLink Communications, LLC",4/29/1985,Lori Northup,303-707-8654,700 W. Mineral Ave,Littleton,CO,80120
0456,FTC,WorldCom Inc.,5/28/1987,laura.r.dalton@verizon.com,,,,,
0457,TDG,Telco Communications Group dba Dial & Save (Excel Comms.),,Terry Wynn,---,"8750 N. Central Expressway, Suite 1700","Dallas,",TX,75231
0458,TGN,Powercom Corporation,05/27/1986,Karen J. Schroeder,920-887-3148,1807 North Center St.,"Beaver Dam,",WI,53916-0638
0459,UIY,"Union Information Systems, LLC",10/12/2004,Reed Warner,715-335-6301,100 West North St.,Plainfield,WI,54966
0460,IDW,"SATLINK 3000, Inc. dba Independent Network Services, Inc.",04/13/1992,Peter Stazzone,---,---,---,---,---
0461,TTQ,Tel Tec Exchange Inc.,02/22/1990,---,---,---,---,---,---
0462,TLX,"CenturyLink Communications, LLC",08/29/1998,Lori Northup,303-707-8654,700 W. Mineral Ave,Littleton,CO,80120
0463,RLD,Redwood Long Distance,8/6/1993,Brett Christiansen,218-346-8138,150 2nd Street SW,Perham,MN,56573
0464,WTL,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",3/10/1983,laura.r.dalton@verizon.com,,,,,
0465,INL,"VarTec Telecom, Inc.",04/02/1985,"Michael G. Hoffman, Esq.",972-478-3300,2440 Marsh Lane,Carrollton,TX,75006
0466,VIT,Virgin Islands Tele-Com,02/10/1992,Luke Dallafior,---,P.O. Box 7640,"Charlotte Amalie, St. Thomas",USVI,00801
0467,CHK,Chickasaw Long Distance Co.,8/6/1993,Larry D. Jones,580-622-2111,P.O. Box 460,"Sulphur,",OK,73086
0468,IUT,"XO Communications, Inc.",07/15/1987,Lee R. Churchill,703-547-2808,13865 Sunrise Valley Dr.,Herndon,VA,20171
0469,NTS,"NTS Communications, Inc.",10/22/1986,Bernadette Y. Drumma,806-771-4701,1220 Broadway,"Lubbock,",TX,79401
0470,AMJ,"American Tel Group, Inc.",,---,---,---,---,---,---
0472,RGQ,Roggen Telephone Cooperative Company,4/3/2012,Peggy Manino,303-849-5260,519 Front St.,Roggen,CO,80652
0475,IOX,"Birch Telecom, Inc.",,---,---,---,---,---,---
0477,LDB,"POPP.com, Inc.",4/16/1987,Pam Popp,763-797-7945,620 Mendelssohn Ave. N.,Golden Valley,MN,55427
0478,IUT,"XO Communications, Inc.",07/15/1987,Lee R. Churchill,703-547-2808,13865 Sunrise Valley Dr.,Herndon,VA,20171
0480,VGI,Vista Group International,,---,---,---,---,---,---
0482,TEI,Tele Sys Inc.,11/28/1984,C. S. Jamison,865-482-2140,673 Emory Valley Rd.,Oak Ridge,TN,37830
0484,CYD,Community Long Distance Inc.,,Greg Lunsford,803-326-7170,330 East Black St.,Rock Hill,SC,29731
0485,TUT,"Teltrust, Inc.",10/27/1989,---,---,---,---,---,---
0486,IRO,Ironton Long Distance Co.,,Jeremy T. Gaush,610-799-0213,4242 Mauch Chunk Rd.,"Coplay,",PA,18037
0488,ITT,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",03/02/1982,laura.r.dalton@verizon.com,,,,,
0489,LHE,"Call Home Telecom, LLC",04/17/2003,Sean Krivatch,340-777-8000,9719 Estate Thomas,St. Thomas,U.S. Virgin Islands,00802
0493,BUN,"UCN, Inc.",3/7/1990,Provisioning Dept.,800-538-0920,"7730 S. Union Park Ave., Suite 500",Midvale,UT,84047
0495,WHG,Winstar Communications LLC,05/13/1992,Pat Gartner,---,520 Broad St.,Newark,NJ,07102
0499,BMJ,"Windstream NTI, Inc.",10/31/1989,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
0500,SCH,"Global Crossing Telemanagement, Inc.",05/10/1984,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0501,VGL,"V3 Global, Inc.",05/16/1994,Sameer Mohan,---,---,---,---,---
0502,CXM,"Fiirst Communications, LLC",04/14/1992,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
0505,SML,"CenturyTel Telecommunications, Inc.",11/05/1985,Kay Buchart,318-388-9520,100 CenturyTel Dr.,"Monroe,",LA,71203
0507,SRN,Rogers Communications Inc.,,Sheila Tan,416-935-8140,"350 Bloor St. E., 6th Floor",Toronto,"Ontario, Canada",M4W 0A1
0508,IEX,INTEX,05/13/1992,---,---,---,---,---,---
0509,IAN,"Olympic Telecommunications, Inc.",,---,---,---,---,---,---
0511,ESM,"Global Crossing Telecommunications, Inc.",05/14/1987,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0512,LAT,TCG,,Linda F. Richardson,925-543-1530,"5001 Executive Pkwy, Room 3W200W",San Ramon,CA,94583
0513,UUU,DiscoverNet Inc.,3/7/2005,---,---,---,---,---,---
0515,BUR,"Global Crossing Telecommunications, Inc.",11/28/1984,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0516,LNH,"Global Crossing Telecommunications, Inc.",03/24/1992,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0518,LAX,"Teliax, Inc.",8/9/2013,David Aldworth,303-629-8301,"1001 16th St., B-180, #102",Denver,CO,80265
0523,CNO,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",07/29/1987,laura.r.dalton@verizon.com,,,,,
0525,LTD,"Windstream Lexcom Long Distance, LLC",10/02/1992,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
0526,PLO,Poka Lambro Communications,,Mike Jarrett,806-924-7234,P.O. Box 1340,Tahoka,TX,79373
0528,EPN,"Telepak Networks, Inc.",1/21/2013,Craig Miller,601-974-7126,"1018 Highland Colony Pkwy., Suite 400",Ridgeland,MS,39157
0530,LUL,"First Communications, LLC",11/21/1991,Jorge Rodriguez,6308126395,3340 W. Market St.,Akron,OH,44333
0531,FAR,"FTC Communications, LLC",06/25/1990,"Guy Dent Adams, Jr.",843-382-1335,1101 E.Main St. (P.O.Box 588),Kingstree,SC,29556
0533,LGD,"Big River Telephone Company, LLC dba LDD",03/20/1986,Kevin Keaveny,314-225-2207,24 So. Minnesota Ave.,"Cape Girardeau,",MO,63703
0534,TUM,"Touch 1 Communications, Inc.",8/31/1994,Annise Bruley,251-368-8600,100 Brookwood Rd.,Atmore,AL,36504
0536,LDM,"Windstream Norlight, Inc.",07/10/1985,Edward Webber,585-340-2854,600 Willowbrook Office Park,Fairport,NY,14450
0537,LDW,Qwest Communications,1/27/1990,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0539,ALN,"Global Crossing Telecommunications, Inc.",02/26/1987,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0543,DTR,"Easylink Services USA, Inc.",07/24/1990,George R. Frylinck,732-906-2000,399 Thornall St.,"Edison,",NJ,08837
0544,DVZ,"Advanced Tel, LLC",12/21/1988,Brant McCrory,225-621-4400,913 South Burnside Ave.,Gonzales,LA,70737
0545,KST,"Keystone Telecom, Inc.",12/05/1991,Gerald A. Ferrario,---,205 North Main Ave.,Scranton,PA,18504
0547,TFC,TELEFONICA LARGA DISTANCIA,04/27/1990,Carlos Lopez,787-530-9144,1502 F.D. Roosevelt Ave.,Guaynabo,PR,00968
0548,SVL,One Call Communications,11/13/1987,---,---,---,---,---,---
0550,CAL,"CenturyLink Communications, LLC",07/26/1990,James B. Cooper,318-340-5343,100 CenturyLink Dr.,"Monroe,",LA,71203
0551,XPT,"Xfone USA, Inc.",03/12/2003,Bernadette Y. Drumma,806-771-4701,1220 Broadway,Lubbock,TX,79401
0552,BGB,Bragg Communications Inc.,3/22/2004,Kim Brown,902-446-3794,PO Box 8660 Station A,"Halifax, Nova Scotia",CANADA,B3K 5M3
0553,BGB,Bragg Communications Inc.,3/23/2005,Kim Brown,902-446-3794,PO Box 8660 Station A,"Halifax, Nova Scotia",CANADA,B3K 5M3
0555,WTL,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",3/10/1983,laura.r.dalton@verizon.com,,,,,
0556,ULD,U.S. Billing,10/22/1986,Amy Atkins,210-949-7130,"7411 John Smith Dr., Suite 1500","San Antonio,",TX,78229
0557,TIM,"Level 3 Telecom Holdings, LLC",02/26/1987,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0558,NTS,"NTS Communications, Inc.",6/13/1989,Bernadette Y. Drumma,806-771-4701,1220 Broadway,"Lubbock,",TX,79401
0560,TUC,"Clarity Telecom, LLC dba Vast Broadband ",08/23/1990,Robin Davidson,573-481-2763,5100 S. Broadband Lane,Sioux Falls,SD,57108
0561,LKC,Consolidated Communications of Texas Company,02/14/1991,Chris B. Copenhaver,936-637-4434,321 N. First,Lufkin,TX,75902
0562,LCZ,LCI,10/25/1991,Richard S. Law,---,303 3rd St.,Brandon,SD,57005
0565,DNZ,"Dial-Around TelecomUSA, Inc.",4/22/2004,Hayri Barutcu,954-478-0115,"200 South Biscayne Blvd., #2790",Miami,FL,33131
0566,CWL,T-NET (Cable & Wireless),,---,---,---,---,---,---
0568,JNT,"USC Telecom, Inc. (EqualNet)",06/12/1989,Dean H. Fisher,---,1250 Wood Branch Park Drive,"Houston,",TX,77079
0569,WCU,"Global Crossing Bandwidth, Inc.",10/23/1989,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0571,MJD,"FairPoint Carrier Services, Inc.",07/30/1994,Alrick Thomas,207-648-3460,One Davis Farm Rd.,Portland,ME,04103
0573,DLB,"Varicom Telecommunications, Inc.",6/10/2008,Robert Sledge,662-569-3311,P.O. Box 68,Sunflower,MS,38778
0575,DBL,Distributel Communications Ltd.?,07/11/2003,Don Cavanagh,613-237-7055,"Floor 3, 177 Nepean Street","Ottawa, Ontario",CANADA,K2P 0B4
0580,YAK,Yak Communications (Canada) Corp.,3/21/2001,Andy Jaikissoon,647-925-5555,"48 Yonge St., Suite 1200","Toronto, Ontario",CANADA,M5E 1G6
0581,BNL,"Ben Lomand Communications, Inc.",04/26/1994,Lisa Cope,931-668-4131,311 N. Chancery St.,McMinnville,TN,37111
0582,IPV,"Integrated Path Communications, LLC",1/27/2012,Brian Shephard,518-325-1396,9030 State Route 22,Hillsdale,NY,12529
0583,SZO,"Talkie Communications, Inc.",3/15/2017,Andrew DeMattia,240-687-7551,141 Grays Pond Lane,Centreville,MD,21617
0584,WNP,"W.T. Services, Inc.",11/14/1990,Rick Bartels,806-364-3331,3425 US Hwy 385,Hereford,TX,79045
0585,CXI,"Custom Teleconnect, Inc.",04/26/1994,Vicki Crowder,702-368-3324,"3111 S. Valley View Blvd., #E-120",Las Vegas,NV,89102
0586,CZZ,"United Digital Network, Inc. (UDNI)",8/22/1990,Roland Valenzuela,805-899-1962 x1436,223 E. De La Guerra St.,"Santa Barbara,",CA,93101
0587,RYT,Rystec Inc.,7/29/2008,Marc Rys,417-973-0100,515 So. Second St.,Branson,MO,65616
0589,IPC,"MCI Communications Services, Inc. (wholly owned sub. of Verizon Business Global LLC)",3/17/1988,laura.r.dalton@verizon.com,,,,,
0590,OCO,"First Communications, LLC",08/14/1992,Jorge Rodriguez,630-812-6395,3340 W. Market St.,Akron,OH,44333
0591,CWO,Intel Communications,,Carey Martin,---,---,---,---,---
0595,URC,"VarTec Telecom, Inc.",,"Michael G. Hoffman, Esq.",972-478-3300,2440 Marsh Lane,Carrollton,TX,75006
0597,IXH,"International Exchange Communications, Inc. dba IECOM",07/25/1995,---,---,---,---,---,---
0599,ICG,"Level 3 Communications, LLC",,Lori Northup,303-707-8654,700 W. Mineral Ave.,Littleton,CO,80120
0600,YOP,"City of Opelika, Alabama dba Opelika Power Services",1/21/2013,Ben H. White,334-705-1604,600 Fox Run Parkway,Opelika,AL,36801
0601,NZI,North American Intelecom,,---,---,---,---,---,---
0603,NTZ,Incomnet Communications Corporation,,Joyce M. Stiles,---,---,---,---,---
0606,BIZ,Biz Tel Long Distance Telephone Co.,08/14/1985,---,---,---,---,---,---
0609,---,Teleglobe Canada ULC,07/28/1989,Diana Peneva,703-657-8414,1555 Rue Carrie-Derick,"Montreal, Quebec",CANADA,H3C 6W2
